Rescue probability,c,Growth ratios,Nc
0.0,0.3333333333333333,1.0,500
0.0,0.38888888888888884,1.0,500
0.0,0.4444444444444444,1.0,500
0.0,0.5,1.0,500
0.547,0.0,1.6,500
0.342,0.05555555555555555,1.6,500
0.0,0.1111111111111111,1.6,500
0.0,0.16666666666666666,1.6,500
0.0,0.2222222222222222,1.6,500
0.0,0.2777777777777778,1.6,500
0.0,0.3333333333333333,1.6,500
0.0,0.38888888888888884,1.6,500
0.0,0.4444444444444444,1.6,500
0.0,0.5,1.6,500
0.647,0.0,2.4,500
0.537,0.05555555555555555,2.4,500
0.363,0.1111111111111111,2.4,500
0.0,0.16666666666666666,2.4,500
0.0,0.2222222222222222,2.4,500
0.0,0.2777777777777778,2.4,500
0.0,0.3333333333333333,2.4,500
0.0,0.38888888888888884,2.4,500
0.0,0.4444444444444444,2.4,500
0.0,0.5,2.4,500
0.724,0.0,3.6,500
0.64,0.05555555555555555,3.6,500
0.53,0.1111111111111111,3.6,500
0.32,0.16666666666666666,3.6,500
0.0,0.2222222222222222,3.6,500
0.0,0.2777777777777778,3.6,500
0.0,0.3333333333333333,3.6,500
0.0,0.38888888888888884,3.6,500
0.0,0.4444444444444444,3.6,500
0.0,0.5,3.6,500
0.772,0.0,5.5,500
0.706,0.05555555555555555,5.5,500
0.605,0.1111111111111111,5.5,500
0.538,0.16666666666666666,5.5,500
0.0,0.2222222222222222,5.5,500
0.0,0.2777777777777778,5.5,500
0.0,0.3333333333333333,5.5,500
0.0,0.38888888888888884,5.5,500
0.0,0.4444444444444444,5.5,500
0.0,0.5,5.5,500
0.848,0.0,9.2,500
0.774,0.05555555555555555,9.2,500
0.697,0.1111111111111111,9.2,500
0.629,0.16666666666666666,9.2,500
0.477,0.2222222222222222,9.2,500
0.0,0.2777777777777778,9.2,500
0.0,0.3333333333333333,9.2,500
0.0,0.38888888888888884,9.2,500
0.0,0.4444444444444444,9.2,500
0.0,0.5,9.2,500
0.931,0.0,19.0,500
0.839,0.05555555555555555,19.0,500
0.735,0.1111111111111111,19.0,500
0.688,0.16666666666666666,19.0,500
0.554,0.2222222222222222,19.0,500
0.442,0.2777777777777778,19.0,500
0.0,0.3333333333333333,19.0,500
0.0,0.38888888888888884,19.0,500
0.0,0.4444444444444444,19.0,500
0.0,0.5,19.0,500
0.989,0.0,127.0,500
0.875,0.05555555555555555,127.0,500
0.796,0.1111111111111111,127.0,500
0.728,0.16666666666666666,127.0,500
0.635,0.2222222222222222,127.0,500
0.512,0.2777777777777778,127.0,500
0.0,0.3333333333333333,127.0,500
0.0,0.38888888888888884,127.0,500
0.0,0.4444444444444444,127.0,500
0.0,0.5,127.0,500
0.0,0.0,0.2,1000
0.0,0.05555555555555555,0.2,1000
0.0,0.1111111111111111,0.2,1000
0.0,0.16666666666666666,0.2,1000
0.0,0.2222222222222222,0.2,1000
0.0,0.2777777777777778,0.2,1000
0.0,0.3333333333333333,0.2,1000
0.0,0.38888888888888884,0.2,1000
0.0,0.4444444444444444,0.2,1000
0.0,0.5,0.2,1000
0.0,0.0,0.6,1000
0.0,0.05555555555555555,0.6,1000
0.0,0.1111111111111111,0.6,1000
0.0,0.16666666666666666,0.6,1000
0.0,0.2222222222222222,0.6,1000
0.0,0.2777777777777778,0.6,1000
0.0,0.3333333333333333,0.6,1000
0.0,0.38888888888888884,0.6,1000
0.0,0.4444444444444444,0.6,1000
0.0,0.5,0.6,1000
0.0,0.0,1.0,1000
0.0,0.05555555555555555,1.0,1000
0.0,0.1111111111111111,1.0,1000
0.0,0.16666666666666666,1.0,1000
0.0,0.2222222222222222,1.0,1000
0.0,0.2777777777777778,1.0,1000
0.0,0.3333333333333333,1.0,1000
0.0,0.38888888888888884,1.0,1000
0.0,0.4444444444444444,1.0,1000
0.0,0.5,1.0,1000
0.516,0.0,1.6,1000
0.0,0.05555555555555555,1.6,1000
0.0,0.1111111111111111,1.6,1000
0.0,0.16666666666666666,1.6,1000
0.0,0.2222222222222222,1.6,1000
0.0,0.2777777777777778,1.6,1000
0.0,0.3333333333333333,1.6,1000
0.0,0.38888888888888884,1.6,1000
0.0,0.4444444444444444,1.6,1000
0.0,0.5,1.6,1000
0.646,0.0,2.4,1000
0.525,0.05555555555555555,2.4,1000
0.0,0.1111111111111111,2.4,1000
0.0,0.16666666666666666,2.4,1000
0.0,0.2222222222222222,2.4,1000
0.0,0.2777777777777778,2.4,1000
0.0,0.3333333333333333,2.4,1000
0.0,0.38888888888888884,2.4,1000
0.0,0.4444444444444444,2.4,1000
0.0,0.5,2.4,1000
0.716,0.0,3.6,1000
0.622,0.05555555555555555,3.6,1000
0.477,0.1111111111111111,3.6,1000
0.0,0.16666666666666666,3.6,1000
0.0,0.2222222222222222,3.6,1000
0.0,0.2777777777777778,3.6,1000
0.0,0.3333333333333333,3.6,1000
0.0,0.38888888888888884,3.6,1000
0.0,0.4444444444444444,3.6,1000
0.0,0.5,3.6,1000
0.791,0.0,5.5,1000
0.718,0.05555555555555555,5.5,1000
0.621,0.1111111111111111,5.5,1000
0.445,0.16666666666666666,5.5,1000
0.0,0.2222222222222222,5.5,1000
0.0,0.2777777777777778,5.5,1000
0.0,0.3333333333333333,5.5,1000
0.0,0.38888888888888884,5.5,1000
0.0,0.4444444444444444,5.5,1000
0.0,0.5,5.5,1000
0.851,0.0,9.2,1000
0.773,0.05555555555555555,9.2,1000
0.696,0.1111111111111111,9.2,1000
0.593,0.16666666666666666,9.2,1000
0.397,0.2222222222222222,9.2,1000
0.0,0.2777777777777778,9.2,1000
0.0,0.3333333333333333,9.2,1000
0.0,0.38888888888888884,9.2,1000
0.0,0.4444444444444444,9.2,1000
0.0,0.5,9.2,1000
0.92,0.0,19.0,1000
0.844,0.05555555555555555,19.0,1000
0.73,0.1111111111111111,19.0,1000
0.637,0.16666666666666666,19.0,1000
0.531,0.2222222222222222,19.0,1000
0.0,0.2777777777777778,19.0,1000
0.0,0.3333333333333333,19.0,1000
0.0,0.38888888888888884,19.0,1000
0.0,0.4444444444444444,19.0,1000
0.0,0.5,19.0,1000
0.987,0.0,127.0,1000
0.886,0.05555555555555555,127.0,1000
0.818,0.1111111111111111,127.0,1000
0.697,0.16666666666666666,127.0,1000
0.64,0.2222222222222222,127.0,1000
0.493,0.2777777777777778,127.0,1000
0.0,0.3333333333333333,127.0,1000
0.0,0.38888888888888884,127.0,1000
0.0,0.4444444444444444,127.0,1000
0.0,0.5,127.0,1000
0.0,0.0,0.2,5000
0.0,0.05555555555555555,0.2,5000
0.0,0.1111111111111111,0.2,5000
0.0,0.16666666666666666,0.2,5000
0.0,0.2222222222222222,0.2,5000
0.0,0.2777777777777778,0.2,5000
0.0,0.3333333333333333,0.2,5000
0.0,0.38888888888888884,0.2,5000
0.0,0.4444444444444444,0.2,5000
0.0,0.5,0.2,5000
0.0,0.0,0.6,5000
0.0,0.05555555555555555,0.6,5000
0.0,0.1111111111111111,0.6,5000
0.0,0.16666666666666666,0.6,5000
0.0,0.2222222222222222,0.6,5000
0.0,0.2777777777777778,0.6,5000
0.0,0.3333333333333333,0.6,5000
0.0,0.38888888888888884,0.6,5000
0.0,0.4444444444444444,0.6,5000
0.0,0.5,0.6,5000
0.0,0.0,1.0,5000
0.0,0.05555555555555555,1.0,5000
0.0,0.1111111111111111,1.0,5000
0.0,0.16666666666666666,1.0,5000
0.0,0.2222222222222222,1.0,5000
0.0,0.2777777777777778,1.0,5000
0.0,0.3333333333333333,1.0,5000
0.0,0.38888888888888884,1.0,5000
0.0,0.4444444444444444,1.0,5000
0.0,0.5,1.0,5000
0.0,0.0,1.6,5000
0.0,0.05555555555555555,1.6,5000
0.0,0.1111111111111111,1.6,5000
0.0,0.16666666666666666,1.6,5000
0.0,0.2222222222222222,1.6,5000
0.0,0.2777777777777778,1.6,5000
0.0,0.3333333333333333,1.6,5000
0.0,0.38888888888888884,1.6,5000
0.0,0.4444444444444444,1.6,5000
0.0,0.5,1.6,5000
0.122,0.0,2.4,5000
0.0,0.05555555555555555,2.4,5000
0.0,0.1111111111111111,2.4,5000
0.0,0.16666666666666666,2.4,5000
0.0,0.2222222222222222,2.4,5000
0.0,0.2777777777777778,2.4,5000
0.0,0.3333333333333333,2.4,5000
0.0,0.38888888888888884,2.4,5000
0.0,0.4444444444444444,2.4,5000
0.0,0.5,2.4,5000
0.656,0.0,3.6,5000
0.0,0.05555555555555555,3.6,5000
0.0,0.1111111111111111,3.6,5000
0.0,0.16666666666666666,3.6,5000
0.0,0.2222222222222222,3.6,5000
0.0,0.2777777777777778,3.6,5000
0.0,0.3333333333333333,3.6,5000
0.0,0.38888888888888884,3.6,5000
0.0,0.4444444444444444,3.6,5000
0.0,0.5,3.6,5000
0.783,0.0,5.5,5000
0.635,0.05555555555555555,5.5,5000
0.0,0.1111111111111111,5.5,5000
0.0,0.16666666666666666,5.5,5000
0.0,0.2222222222222222,5.5,5000
0.0,0.2777777777777778,5.5,5000
0.0,0.3333333333333333,5.5,5000
0.0,0.38888888888888884,5.5,5000
0.0,0.4444444444444444,5.5,5000
0.0,0.5,5.5,5000
0.853,0.0,9.2,5000
0.741,0.05555555555555555,9.2,5000
0.59,0.1111111111111111,9.2,5000
0.0,0.16666666666666666,9.2,5000
0.0,0.2222222222222222,9.2,5000
0.0,0.2777777777777778,9.2,5000
0.0,0.3333333333333333,9.2,5000
0.0,0.38888888888888884,9.2,5000
0.0,0.4444444444444444,9.2,5000
0.0,0.5,9.2,5000
0.913,0.0,19.0,5000
0.814,0.05555555555555555,19.0,5000
0.684,0.1111111111111111,19.0,5000
0.52,0.16666666666666666,19.0,5000
0.0,0.2222222222222222,19.0,5000
0.0,0.2777777777777778,19.0,5000
0.0,0.3333333333333333,19.0,5000
0.0,0.38888888888888884,19.0,5000
0.0,0.4444444444444444,19.0,5000
0.0,0.5,19.0,5000
0.975,0.0,127.0,5000
0.867,0.05555555555555555,127.0,5000
0.782,0.1111111111111111,127.0,5000
0.693,0.16666666666666666,127.0,5000
0.333,0.2222222222222222,127.0,5000
0.0,0.2777777777777778,127.0,5000
0.0,0.3333333333333333,127.0,5000
0.0,0.38888888888888884,127.0,5000
0.0,0.4444444444444444,127.0,5000
0.0,0.5,127.0,5000
0.0,0.0,0.2,10000
0.0,0.05555555555555555,0.2,10000
0.0,0.1111111111111111,0.2,10000
0.0,0.16666666666666666,0.2,10000
0.0,0.2222222222222222,0.2,10000
0.0,0.2777777777777778,0.2,10000
0.0,0.3333333333333333,0.2,10000
0.0,0.38888888888888884,0.2,10000
0.0,0.4444444444444444,0.2,10000
0.0,0.5,0.2,10000
0.0,0.0,0.6,10000
0.0,0.05555555555555555,0.6,10000
0.0,0.1111111111111111,0.6,10000
0.0,0.16666666666666666,0.6,10000
0.0,0.2222222222222222,0.6,10000
0.0,0.2777777777777778,0.6,10000
0.0,0.3333333333333333,0.6,10000
0.0,0.38888888888888884,0.6,10000
0.0,0.4444444444444444,0.6,10000
0.0,0.5,0.6,10000
0.0,0.0,1.0,10000
0.0,0.05555555555555555,1.0,10000
0.0,0.1111111111111111,1.0,10000
0.0,0.16666666666666666,1.0,10000
0.0,0.2222222222222222,1.0,10000
0.0,0.2777777777777778,1.0,10000
0.0,0.3333333333333333,1.0,10000
0.0,0.38888888888888884,1.0,10000
0.0,0.4444444444444444,1.0,10000
0.0,0.5,1.0,10000
0.0,0.0,1.6,10000
0.0,0.05555555555555555,1.6,10000
0.0,0.1111111111111111,1.6,10000
0.0,0.16666666666666666,1.6,10000
0.0,0.2222222222222222,1.6,10000
0.0,0.2777777777777778,1.6,10000
0.0,0.3333333333333333,1.6,10000
0.0,0.38888888888888884,1.6,10000
0.0,0.4444444444444444,1.6,10000
0.0,0.5,1.6,10000
0.0,0.0,2.4,10000
0.0,0.05555555555555555,2.4,10000
0.0,0.1111111111111111,2.4,10000
0.0,0.16666666666666666,2.4,10000
0.0,0.2222222222222222,2.4,10000
0.0,0.2777777777777778,2.4,10000
0.0,0.3333333333333333,2.4,10000
0.0,0.38888888888888884,2.4,10000
0.0,0.4444444444444444,2.4,10000
0.0,0.5,2.4,10000
0.4,0.0,3.6,10000
0.0,0.05555555555555555,3.6,10000
0.0,0.1111111111111111,3.6,10000
0.0,0.16666666666666666,3.6,10000
0.0,0.2222222222222222,3.6,10000
0.0,0.2777777777777778,3.6,10000
0.0,0.3333333333333333,3.6,10000
0.0,0.38888888888888884,3.6,10000
0.0,0.4444444444444444,3.6,10000
0.0,0.5,3.6,10000
0.704,0.0,5.5,10000
0.294,0.05555555555555555,5.5,10000
0.0,0.1111111111111111,5.5,10000
0.0,0.16666666666666666,5.5,10000
0.0,0.2222222222222222,5.5,10000
0.0,0.2777777777777778,5.5,10000
0.0,0.3333333333333333,5.5,10000
0.0,0.38888888888888884,5.5,10000
0.0,0.4444444444444444,5.5,10000
0.0,0.5,5.5,10000
0.808,0.0,9.2,10000
0.667,0.05555555555555555,9.2,10000
0.0,0.1111111111111111,9.2,10000
0.0,0.16666666666666666,9.2,10000
0.0,0.2222222222222222,9.2,10000
0.0,0.2777777777777778,9.2,10000
0.0,0.3333333333333333,9.2,10000
0.0,0.38888888888888884,9.2,10000
0.0,0.4444444444444444,9.2,10000
0.0,0.5,9.2,10000
0.902,0.0,19.0,10000
0.775,0.05555555555555555,19.0,10000
0.613,0.1111111111111111,19.0,10000
0.0,0.16666666666666666,19.0,10000
0.0,0.2222222222222222,19.0,10000
0.0,0.2777777777777778,19.0,10000
0.0,0.3333333333333333,19.0,10000
0.0,0.38888888888888884,19.0,10000
0.0,0.4444444444444444,19.0,10000
0.0,0.5,19.0,10000
0.96,0.0,127.0,10000
0.877,0.05555555555555555,127.0,10000
0.741,0.1111111111111111,127.0,10000
0.548,0.16666666666666666,127.0,10000
0.0,0.2222222222222222,127.0,10000
0.0,0.2777777777777778,127.0,10000
0.0,0.3333333333333333,127.0,10000
0.0,0.38888888888888884,127.0,10000
0.0,0.4444444444444444,127.0,10000
0.0,0.5,127.0,10000
0.0,0.0,0.2,50000
0.0,0.05555555555555555,0.2,50000
0.0,0.1111111111111111,0.2,50000
0.0,0.16666666666666666,0.2,50000
0.0,0.2222222222222222,0.2,50000
0.0,0.2777777777777778,0.2,50000
0.0,0.3333333333333333,0.2,50000
0.0,0.38888888888888884,0.2,50000
0.0,0.4444444444444444,0.2,50000
0.0,0.5,0.2,50000
0.0,0.0,0.6,50000
0.0,0.05555555555555555,0.6,50000
0.0,0.1111111111111111,0.6,50000
0.0,0.16666666666666666,0.6,50000
0.0,0.2222222222222222,0.6,50000
0.0,0.2777777777777778,0.6,50000
0.0,0.3333333333333333,0.6,50000
0.0,0.38888888888888884,0.6,50000
0.0,0.4444444444444444,0.6,50000
0.0,0.5,0.6,50000
0.0,0.0,1.0,50000
0.0,0.05555555555555555,1.0,50000
0.0,0.1111111111111111,1.0,50000
0.0,0.16666666666666666,1.0,50000
0.0,0.2222222222222222,1.0,50000
0.0,0.2777777777777778,1.0,50000
0.0,0.3333333333333333,1.0,50000
0.0,0.38888888888888884,1.0,50000
0.0,0.4444444444444444,1.0,50000
0.0,0.5,1.0,50000
0.0,0.0,1.6,50000
0.0,0.05555555555555555,1.6,50000
0.0,0.1111111111111111,1.6,50000
0.0,0.16666666666666666,1.6,50000
0.0,0.2222222222222222,1.6,50000
0.0,0.2777777777777778,1.6,50000
0.0,0.3333333333333333,1.6,50000
0.0,0.38888888888888884,1.6,50000
0.0,0.4444444444444444,1.6,50000
0.0,0.5,1.6,50000
0.0,0.0,2.4,50000
0.0,0.05555555555555555,2.4,50000
0.0,0.1111111111111111,2.4,50000
0.0,0.16666666666666666,2.4,50000
0.0,0.2222222222222222,2.4,50000
0.0,0.2777777777777778,2.4,50000
0.0,0.3333333333333333,2.4,50000
0.0,0.38888888888888884,2.4,50000
0.0,0.4444444444444444,2.4,50000
0.0,0.5,2.4,50000
0.0,0.0,3.6,50000
0.0,0.05555555555555555,3.6,50000
0.0,0.1111111111111111,3.6,50000
0.0,0.16666666666666666,3.6,50000
